reviewtext
craving deep anywhere near chicago problem zacharys gets tasty yet structurally sound keeps together sauce die forthe staff friendly responsive plus location less busy berkeleyoakland
youre mood serious deep zacharys disappoint youre wondering whether go id definitely recommend going giving tryi came zacharys per roommates request treat last meal moving back home southern california next day designated zacharys last meal several reasons remembering fondly first roommate come every week make trek much legendary zacharys deep hearing stories made extremely curious see zacharys aboutthe ambiance nice adornment artwork wall felt homely comforting servers pleasant quickly seated helpful asked recommendations come dinner rush although seated relatively quickly id warn advance large party may wait much longerwe first ordered ceser salad nice nothing write home salad adorned croutons tiny breadsticks nice transition go dive depths deep pizzaour party split medium bbq chicken deep 3 people quickly finding definitely bested us 2 slices completely full say deep truly deep ended happily taking home leftovers note take awhile people back cook deep youre starving looking fast meal isnt take time prepping cooking back therethe pie disappoint however complaint bbq chicken deep didnt taste much meat inside drowning infamous sauce sauce loaded rich thick chunks tomato extremely flavor packed overloaded though lot tomato chunks chow looking back remember tasting morsels chicken throughout opinion bit sauce overkill amazing deep pizzaoverall book solid 4 id definitely recommend coming zacharys youve never dont think youll disappointed go opinion deep isnt something could eat everyday heavy definitely special deep pie
craving zacharys long time least 10 years since deep zacharys im glad made purposeful trip weekend order zacharys bay area drove sausalito pick small customized liking got pepperoni bacon mushroom sausage fresh garlic deep total 2933 worth 6 slices packed flavor stuffed loads topping got togo ready pickup within 3540 minutes phone call location definitely less busy north oakland location arrived got box went fast great customer service husbands first time zacharys even tho hes even deep fan kept nodding head agreement legitimate chicago style even better ones hes chicago cant wait come back future order zacharys craving deep yum
little snack top dog headed  my friend meeting us arrived bit  she got us table placed order  we went large zacharys special sausage green pepper onion mushroom spinach salad  soon arrived ready  here waszacharys special  this thing looked amazing  for never eating deep quite bit last months  in previous review another spot tonys little italy mentioned pallet may refined towards deep towards ny thin  i think may changing though  zacharys pizzas toppings great cheese sausage onions peppers mushrooms sauce left tad desired  the sauce way many chunks tomatoes  i preferred smoother sauce  i picked lot tomatoes pushed side  the wasnt deep pizzas  it didnt anything stuck plain tasting  meh  overall though tasty deep pizzaspinach salad  this  we shared 4 us stretching bitprobably shared 2 3 people better got little plate full spinach  they crutonsbreadsitck things salad amount feta cheese onions  we got vinaigrette dressing tasty overall meal probably 335 stars better deep elsewhere things made  service fantastic company excellent price reasonable  i come back  maybe try thin next time  we shall see  definitely glad got try zacharys though
deep favorite type deep doesnt disappointfrom reviews seems like usually long wait around dinner time especially weekend friends able seated immediately prime dinner time saturday apparently came right weekend awkward time graduation summer activities started people around scorewe ordered two large deep pizzas seven us enough pizzas got vegan cheese try decent preferred real deal two pizzas ordered favorite carne appropriately named comes chorizo sausage pepperoni salami chopped bacon mozzarella best part whole thick hearty layer tomato sauce smothers rest toppings thats call real deep pizzathe ordered spinach mushroom vegetarian carnivore much preferred meatier carne pizzathe filling ate two slices walked stuffed full woke next morning maybe thats parking street multiple spots open less block away zacharys thats probably due scarcity people aroundthe total pp came 15 crazy steal filling meal definitely want come back try pizzas
sister came yesterday dinner concert ordered small deep carne perfect size us fatties ate whole thing lol wait 1015 minutes seating  able ordered waiting nice service friendly liked different art walls menus nice touch opinion id come back
heard many great things zacharys deep didnt meet expectations wouldve wanted deep ordered half spinach mushroom half weekly special hot link takes 30 minutes come underwhelmed tastes sauce anything else super hard tough couldve day wasnt anything made want eat another slice sizing goes two people small enough fill guys service great server made sure check us gave us frequent updates ready
wife apparently went zacharys bazillion times met loves  i much prefer zeldas sacramento deep however right thingthe deep serve love sauce  the salads almost deep thin pizzas gaaaaaaaaaaaaaarbage terrible terrible  shockingly bad crustfolks work friendly goofball ordering system close enough goofball normal
love zacharys favorite everytime visit northern cali stop eat location closest grandmas house although tried different pizzas ultimate alltime favorite spinach mushrooms particular deep compare deep pizzas super cheesy flavorful lots spinach tomatoes mushrooms amazing highly recommend try
best vegan gluten free ever able find take eat regularly weve discovered fact cravings zacharys
since cheeseboard closed sundays group seven ended zacharys dinner want try cheeseboard sometime im complaining zacharys deep havent much life thus far moment walk tell zacharys hotspot restaurant isnt big packed theres steady stream people coming takeout orders put name told wait hour come bookstore next door call us thank goodness bookstore able stay cold peruse used books waitedbefore left zacharys however employee told us check menu put orders beforehand said deep took 40 minutes since group ordering three pizzas narrowed selections meantime proved helpful minimized waiting time actually got seats 15 hours put name finally seated party whose table waiting took forever manager nice knew group waited long time gave us round beers house tables close together think time group happy seatedand starvingthat didnt care proximity next tablewe shared three different pizzas two deep thin create everything ordered delicious even two slices leftovers deep slices definitely fill upi recommend zacharys youve never like lot normally dont like lot tomato sauce deep ones ate tomato sauce scraped rest became much preparedmentally physicallyfor long wait especially bigger party heres got spinach mushroom since zacharys known decided choices featured fresh spinach mushrooms blend three cheeses thin layer spinach cheesy layer mushrooms gave extra texture chewiness dough cooked perfectly wasnt super crispy liked little doughier chewier friends chicago said wasnt chicago sufficed california said close enough liked lighter meaty option got want safe carne bunch meat eaters group naturally resulted came topped italian sausage pepperoni salami chopped bacon mozzarella hearty flavorful actually couldnt taste much meat except sausage chopped bacon bacon crowning glory definite ingredient crispy bits top plentiful meats underneath tomato sauce scraped happy tried recommend anyone loves sausage bacon two meats could taste ofcaesar salad started meal two salads liked better two traditional caesar comprising romaine lettuce tossed zacharys caesar dressing croutons aged parmesan cheese came salad handful croutons made absolutely perfectcreate last got thin friends loves anchovies wanted make anchovies thin got comprised tomatoes anchovies said yummy definitely anchovy lover enjoy satisfied two deep varieties got
youre east bay know arent many things better deep pies zacharys surprised find large menu due size actual restaurant zacharys offers plenty house specialty deep pies regular thin pizzas along customizable byo pies thin pizzas sister opted small pie half california half health like let customize pie let order half half nice option youre dining someone different cravings appreciated slightly healthier option menu known health comes lowfat cheese whole wheat lowfat cheese melted perfectly sauce hearty bold chicken juicy flavorful dined another zacharys location prior admit locations taste consistent deliciousambiance unique restaurant cool art pieces cozy clean environment price comparable chicago style pizzerias area patxi etcservice server nice however rest staff kept looking us entire time eight month old nephew crying understand stressful may dine somewhere crying baby felt uncomfortable stares mugs immediately boxed took home server staff showed mercyoverall delicious chicago style fair prices however staff made feel uncomfortable completely unwelcome however due personal staff wouldnt feel comfortable coming back particular location
service excellent lovely gal serve us super nice polite excellent service unbelievable nice thank sorry name kale salad hook delicate hardy couldnt believe thinly slice green apples nice tang feta cheese pumpkin seeds made hardy
disappointed thick think crouton like hard worth overpriced better round table service great though
hands best deep ever life opinion better chicagos famous deep swear friends hiked tilden regional park coming pig could devour want without guilt regrets decided order large size half carne sausage salami bacon mozzarella cheese half health chicken breast spinach mozzarella cheese price deep fair costed 36 fed party 6 people deep stuffed delicious fresh ingredients layered loads mozzarella cheese top filled tomato sauce waited 30mins hot deep came saucy cheesy deliciously mouthwatering backed perfection worth consume every bit calories oh boy foodgasm felt like started biting slice deep omg freaking amazing definitely come back try kinds deep life thank zacherys chicago made experienced seriously best deep ever cant wait go back customer service great
im honestly curious know hype trying dont see itfirstly walking super excited lovely positive reviews walk bunch people standing around looking another faces theres approach walk sense direction whatsoever assumed walk register order stand line register order informed give name host give us paper order dining look middle dining area name list order dont certain fresh veggies instead use pickledcannedthen begins waiting period stood near door least 5 people asked name wait list im sure got suited someone else duty answering questionwe glad seated didnt mind wait sat night ordered caesar salad ordered blanca italian chicken sausage thin arrived salad dug please explain thin means regular quite thick blanca flavor italian chicken sausage honestly thought forgot sausage looked closely piece slice best thing ate caesar salad server checked us multiple times kind honestly please dont waste time money
give 1 star attitude  never ever felt unwelcome getting money rudely snatched hand sure ill back dont frequent places customer treated nuisance
spinach mushroom deep ordered best friend almost tastes like lasagna star bit hard
vegan gluten free reviewive written fair share reviews zachs wont go indepth wanted update review new vegan cheese theyve started use guess longer using daiya last visit cheese noticeably different asked waitress cheese switched im paranoid dont trust peoples definitions vegan said theyre using vegan gourmet shreds follow heart love follow heart know theyre vegan gobbled say think prefer daiya pizzas daiya melts texture cheesy burns little gets crunchy like follow heart cheese creamy mouth feel reminds cream sauce almost dont wrong yummy comes texture
finally made havent put list go came location area want believe less busy always see crowd people waiting location maybe got lucky didnt wait minute staff helpful getting vegan done right dont wrong may bit pricey yes im going spend 30 gonna stuff
craving deep anywhere near chicago problem zacharys gets tasty yet structurally sound keeps together sauce die forthe staff friendly responsive plus location less busy berkeleyoakland
youre mood serious deep zacharys disappoint youre wondering whether go id definitely recommend going giving tryi came zacharys per roommates request treat last meal moving back home southern california next day designated zacharys last meal several reasons remembering fondly first roommate come every week make trek much legendary zacharys deep hearing stories made extremely curious see zacharys aboutthe ambiance nice adornment artwork wall felt homely comforting servers pleasant quickly seated helpful asked recommendations come dinner rush although seated relatively quickly id warn advance large party may wait much longerwe first ordered ceser salad nice nothing write home salad adorned croutons tiny breadsticks nice transition go dive depths deep pizzaour party split medium bbq chicken deep 3 people quickly finding definitely bested us 2 slices completely full say deep truly deep ended happily taking home leftovers note take awhile people back cook deep youre starving looking fast meal isnt take time prepping cooking back therethe pie disappoint however complaint bbq chicken deep didnt taste much meat inside drowning infamous sauce sauce loaded rich thick chunks tomato extremely flavor packed overloaded though lot tomato chunks chow looking back remember tasting morsels chicken throughout opinion bit sauce overkill amazing deep pizzaoverall book solid 4 id definitely recommend coming zacharys youve never dont think youll disappointed go opinion deep isnt something could eat everyday heavy definitely special deep pie
craving zacharys long time least 10 years since deep zacharys im glad made purposeful trip weekend order zacharys bay area drove sausalito pick small customized liking got pepperoni bacon mushroom sausage fresh garlic deep total 2933 worth 6 slices packed flavor stuffed loads topping got togo ready pickup within 3540 minutes phone call location definitely less busy north oakland location arrived got box went fast great customer service husbands first time zacharys even tho hes even deep fan kept nodding head agreement legitimate chicago style even better ones hes chicago cant wait come back future order zacharys craving deep yum
little snack top dog headed  my friend meeting us arrived bit  she got us table placed order  we went large zacharys special sausage green pepper onion mushroom spinach salad  soon arrived ready  here waszacharys special  this thing looked amazing  for never eating deep quite bit last months  in previous review another spot tonys little italy mentioned pallet may refined towards deep towards ny thin  i think may changing though  zacharys pizzas toppings great cheese sausage onions peppers mushrooms sauce left tad desired  the sauce way many chunks tomatoes  i preferred smoother sauce  i picked lot tomatoes pushed side  the wasnt deep pizzas  it didnt anything stuck plain tasting  meh  overall though tasty deep pizzaspinach salad  this  we shared 4 us stretching bitprobably shared 2 3 people better got little plate full spinach  they crutonsbreadsitck things salad amount feta cheese onions  we got vinaigrette dressing tasty overall meal probably 335 stars better deep elsewhere things made  service fantastic company excellent price reasonable  i come back  maybe try thin next time  we shall see  definitely glad got try zacharys though
deep favorite type deep doesnt disappointfrom reviews seems like usually long wait around dinner time especially weekend friends able seated immediately prime dinner time saturday apparently came right weekend awkward time graduation summer activities started people around scorewe ordered two large deep pizzas seven us enough pizzas got vegan cheese try decent preferred real deal two pizzas ordered favorite carne appropriately named comes chorizo sausage pepperoni salami chopped bacon mozzarella best part whole thick hearty layer tomato sauce smothers rest toppings thats call real deep pizzathe ordered spinach mushroom vegetarian carnivore much preferred meatier carne pizzathe filling ate two slices walked stuffed full woke next morning maybe thats parking street multiple spots open less block away zacharys thats probably due scarcity people aroundthe total pp came 15 crazy steal filling meal definitely want come back try pizzas
sister came yesterday dinner concert ordered small deep carne perfect size us fatties ate whole thing lol wait 1015 minutes seating  able ordered waiting nice service friendly liked different art walls menus nice touch opinion id come back
heard many great things zacharys deep didnt meet expectations wouldve wanted deep ordered half spinach mushroom half weekly special hot link takes 30 minutes come underwhelmed tastes sauce anything else super hard tough couldve day wasnt anything made want eat another slice sizing goes two people small enough fill guys service great server made sure check us gave us frequent updates ready
wife apparently went zacharys bazillion times met loves  i much prefer zeldas sacramento deep however right thingthe deep serve love sauce  the salads almost deep thin pizzas gaaaaaaaaaaaaaarbage terrible terrible  shockingly bad crustfolks work friendly goofball ordering system close enough goofball normal
love zacharys favorite everytime visit northern cali stop eat location closest grandmas house although tried different pizzas ultimate alltime favorite spinach mushrooms particular deep compare deep pizzas super cheesy flavorful lots spinach tomatoes mushrooms amazing highly recommend try
best vegan gluten free ever able find take eat regularly weve discovered fact cravings zacharys
since cheeseboard closed sundays group seven ended zacharys dinner want try cheeseboard sometime im complaining zacharys deep havent much life thus far moment walk tell zacharys hotspot restaurant isnt big packed theres steady stream people coming takeout orders put name told wait hour come bookstore next door call us thank goodness bookstore able stay cold peruse used books waitedbefore left zacharys however employee told us check menu put orders beforehand said deep took 40 minutes since group ordering three pizzas narrowed selections meantime proved helpful minimized waiting time actually got seats 15 hours put name finally seated party whose table waiting took forever manager nice knew group waited long time gave us round beers house tables close together think time group happy seatedand starvingthat didnt care proximity next tablewe shared three different pizzas two deep thin create everything ordered delicious even two slices leftovers deep slices definitely fill upi recommend zacharys youve never like lot normally dont like lot tomato sauce deep ones ate tomato sauce scraped rest became much preparedmentally physicallyfor long wait especially bigger party heres got spinach mushroom since zacharys known decided choices featured fresh spinach mushrooms blend three cheeses thin layer spinach cheesy layer mushrooms gave extra texture chewiness dough cooked perfectly wasnt super crispy liked little doughier chewier friends chicago said wasnt chicago sufficed california said close enough liked lighter meaty option got want safe carne bunch meat eaters group naturally resulted came topped italian sausage pepperoni salami chopped bacon mozzarella hearty flavorful actually couldnt taste much meat except sausage chopped bacon bacon crowning glory definite ingredient crispy bits top plentiful meats underneath tomato sauce scraped happy tried recommend anyone loves sausage bacon two meats could taste ofcaesar salad started meal two salads liked better two traditional caesar comprising romaine lettuce tossed zacharys caesar dressing croutons aged parmesan cheese came salad handful croutons made absolutely perfectcreate last got thin friends loves anchovies wanted make anchovies thin got comprised tomatoes anchovies said yummy definitely anchovy lover enjoy satisfied two deep varieties got
youre east bay know arent many things better deep pies zacharys surprised find large menu due size actual restaurant zacharys offers plenty house specialty deep pies regular thin pizzas along customizable byo pies thin pizzas sister opted small pie half california half health like let customize pie let order half half nice option youre dining someone different cravings appreciated slightly healthier option menu known health comes lowfat cheese whole wheat lowfat cheese melted perfectly sauce hearty bold chicken juicy flavorful dined another zacharys location prior admit locations taste consistent deliciousambiance unique restaurant cool art pieces cozy clean environment price comparable chicago style pizzerias area patxi etcservice server nice however rest staff kept looking us entire time eight month old nephew crying understand stressful may dine somewhere crying baby felt uncomfortable stares mugs immediately boxed took home server staff showed mercyoverall delicious chicago style fair prices however staff made feel uncomfortable completely unwelcome however due personal staff wouldnt feel comfortable coming back particular location
service excellent lovely gal serve us super nice polite excellent service unbelievable nice thank sorry name kale salad hook delicate hardy couldnt believe thinly slice green apples nice tang feta cheese pumpkin seeds made hardy
disappointed thick think crouton like hard worth overpriced better round table service great though
hands best deep ever life opinion better chicagos famous deep swear friends hiked tilden regional park coming pig could devour want without guilt regrets decided order large size half carne sausage salami bacon mozzarella cheese half health chicken breast spinach mozzarella cheese price deep fair costed 36 fed party 6 people deep stuffed delicious fresh ingredients layered loads mozzarella cheese top filled tomato sauce waited 30mins hot deep came saucy cheesy deliciously mouthwatering backed perfection worth consume every bit calories oh boy foodgasm felt like started biting slice deep omg freaking amazing definitely come back try kinds deep life thank zacherys chicago made experienced seriously best deep ever cant wait go back customer service great
im honestly curious know hype trying dont see itfirstly walking super excited lovely positive reviews walk bunch people standing around looking another faces theres approach walk sense direction whatsoever assumed walk register order stand line register order informed give name host give us paper order dining look middle dining area name list order dont certain fresh veggies instead use pickledcannedthen begins waiting period stood near door least 5 people asked name wait list im sure got suited someone else duty answering questionwe glad seated didnt mind wait sat night ordered caesar salad ordered blanca italian chicken sausage thin arrived salad dug please explain thin means regular quite thick blanca flavor italian chicken sausage honestly thought forgot sausage looked closely piece slice best thing ate caesar salad server checked us multiple times kind honestly please dont waste time money
give 1 star attitude  never ever felt unwelcome getting money rudely snatched hand sure ill back dont frequent places customer treated nuisance
spinach mushroom deep ordered best friend almost tastes like lasagna star bit hard
vegan gluten free reviewive written fair share reviews zachs wont go indepth wanted update review new vegan cheese theyve started use guess longer using daiya last visit cheese noticeably different asked waitress cheese switched im paranoid dont trust peoples definitions vegan said theyre using vegan gourmet shreds follow heart love follow heart know theyre vegan gobbled say think prefer daiya pizzas daiya melts texture cheesy burns little gets crunchy like follow heart cheese creamy mouth feel reminds cream sauce almost dont wrong yummy comes texture
finally made havent put list go came location area want believe less busy always see crowd people waiting location maybe got lucky didnt wait minute staff helpful getting vegan done right dont wrong may bit pricey yes im going spend 30 gonna stuff
craving deep anywhere near chicago problem zacharys gets tasty yet structurally sound keeps together sauce die forthe staff friendly responsive plus location less busy berkeleyoakland
youre mood serious deep zacharys disappoint youre wondering whether go id definitely recommend going giving tryi came zacharys per roommates request treat last meal moving back home southern california next day designated zacharys last meal several reasons remembering fondly first roommate come every week make trek much legendary zacharys deep hearing stories made extremely curious see zacharys aboutthe ambiance nice adornment artwork wall felt homely comforting servers pleasant quickly seated helpful asked recommendations come dinner rush although seated relatively quickly id warn advance large party may wait much longerwe first ordered ceser salad nice nothing write home salad adorned croutons tiny breadsticks nice transition go dive depths deep pizzaour party split medium bbq chicken deep 3 people quickly finding definitely bested us 2 slices completely full say deep truly deep ended happily taking home leftovers note take awhile people back cook deep youre starving looking fast meal isnt take time prepping cooking back therethe pie disappoint however complaint bbq chicken deep didnt taste much meat inside drowning infamous sauce sauce loaded rich thick chunks tomato extremely flavor packed overloaded though lot tomato chunks chow looking back remember tasting morsels chicken throughout opinion bit sauce overkill amazing deep pizzaoverall book solid 4 id definitely recommend coming zacharys youve never dont think youll disappointed go opinion deep isnt something could eat everyday heavy definitely special deep pie
craving zacharys long time least 10 years since deep zacharys im glad made purposeful trip weekend order zacharys bay area drove sausalito pick small customized liking got pepperoni bacon mushroom sausage fresh garlic deep total 2933 worth 6 slices packed flavor stuffed loads topping got togo ready pickup within 3540 minutes phone call location definitely less busy north oakland location arrived got box went fast great customer service husbands first time zacharys even tho hes even deep fan kept nodding head agreement legitimate chicago style even better ones hes chicago cant wait come back future order zacharys craving deep yum
little snack top dog headed  my friend meeting us arrived bit  she got us table placed order  we went large zacharys special sausage green pepper onion mushroom spinach salad  soon arrived ready  here waszacharys special  this thing looked amazing  for never eating deep quite bit last months  in previous review another spot tonys little italy mentioned pallet may refined towards deep towards ny thin  i think may changing though  zacharys pizzas toppings great cheese sausage onions peppers mushrooms sauce left tad desired  the sauce way many chunks tomatoes  i preferred smoother sauce  i picked lot tomatoes pushed side  the wasnt deep pizzas  it didnt anything stuck plain tasting  meh  overall though tasty deep pizzaspinach salad  this  we shared 4 us stretching bitprobably shared 2 3 people better got little plate full spinach  they crutonsbreadsitck things salad amount feta cheese onions  we got vinaigrette dressing tasty overall meal probably 335 stars better deep elsewhere things made  service fantastic company excellent price reasonable  i come back  maybe try thin next time  we shall see  definitely glad got try zacharys though
deep favorite type deep doesnt disappointfrom reviews seems like usually long wait around dinner time especially weekend friends able seated immediately prime dinner time saturday apparently came right weekend awkward time graduation summer activities started people around scorewe ordered two large deep pizzas seven us enough pizzas got vegan cheese try decent preferred real deal two pizzas ordered favorite carne appropriately named comes chorizo sausage pepperoni salami chopped bacon mozzarella best part whole thick hearty layer tomato sauce smothers rest toppings thats call real deep pizzathe ordered spinach mushroom vegetarian carnivore much preferred meatier carne pizzathe filling ate two slices walked stuffed full woke next morning maybe thats parking street multiple spots open less block away zacharys thats probably due scarcity people aroundthe total pp came 15 crazy steal filling meal definitely want come back try pizzas
sister came yesterday dinner concert ordered small deep carne perfect size us fatties ate whole thing lol wait 1015 minutes seating  able ordered waiting nice service friendly liked different art walls menus nice touch opinion id come back
heard many great things zacharys deep didnt meet expectations wouldve wanted deep ordered half spinach mushroom half weekly special hot link takes 30 minutes come underwhelmed tastes sauce anything else super hard tough couldve day wasnt anything made want eat another slice sizing goes two people small enough fill guys service great server made sure check us gave us frequent updates ready
wife apparently went zacharys bazillion times met loves  i much prefer zeldas sacramento deep however right thingthe deep serve love sauce  the salads almost deep thin pizzas gaaaaaaaaaaaaaarbage terrible terrible  shockingly bad crustfolks work friendly goofball ordering system close enough goofball normal
love zacharys favorite everytime visit northern cali stop eat location closest grandmas house although tried different pizzas ultimate alltime favorite spinach mushrooms particular deep compare deep pizzas super cheesy flavorful lots spinach tomatoes mushrooms amazing highly recommend try
best vegan gluten free ever able find take eat regularly weve discovered fact cravings zacharys
